time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-3.3661826556616853e-07,-9.410479637069532e-08,10.003523461878828,6.282972644704998,0.0003045367823339973,0.0,-2.8775760668833208e-05,-1.3046448422334848e-05,0.11744311319064948,-0.01179241259276414,0.013670053141884525,0.0,441.67969238356204,442.80539435822004,443.0415744979835,442.07118574492904
0.12000000000000001,-1.3761217045624382e-05,-9.316835915746379e-06,10.018552482786871,6.28254799584569,0.0011199661432685915,0.0,-0.0005222258666942659,-0.0003643073017020934,0.38347246816379277,0.000990878523868072,0.013430888825473724,0.0,487.2902840073347,487.2722758705934,485.78360872346946,486.7411659875784
0.18,-6.984444128560425e-05,-4.31847552602879e-05,10.043458555194292,6.282852690512794,0.0016303733211637805,0.0,-0.0014131335052576489,-0.0007460158824311835,0.44670679272311226,0.012205302304766238,-0.003822248198650933,0.0,425.7347902953625,424.25615818123487,425.0090174205488,425.9688735305604
0.23999999999999996,-0.00019065330029797197,-9.251269384233526e-05,10.075310576135667,0.00023946457295664914,0.0013531599485432366,0.0,-0.002585369061945219,-0.0008244162725635118,0.6149513484002194,0.003572324905963895,-0.0062660259140795635,0.0,459.0506097549004,458.8567644044723,457.9421708691982,457.25493760802084
0.3,-0.00037351725973664205,-0.0001360215387689148,10.116231522070368,0.00023992137636419386,0.000707372038826648,0.0,-0.003457450833546638,-0.0006131456861192626,0.7490014888382043,-0.008296264368112365,-0.021757003436339527,0.0,448.8609853026065,447.6023571236613,448.2192929129796,447.2538399439025
0.36000000000000004,-0.0005900049780172837,-0.00017003816375062204,10.16285176347309,6.282730565249501,6.282633233975641,0.0,-0.0036363768351764837,-0.0005767455642916807,0.80496850132889,-0.019116085018662826,-0.019500822474652076,0.0,423.3069736599976,423.50103607693165,423.63450733961037,422.703358053849
0.4200000000000001,-0.0007899500704985747,-0.00022131043158088107,10.21838435901987,6.281503924654199,6.282044744585711,0.0,-0.00292655461789897,-0.0012778494228233984,1.0459286835537631,-0.023241447975385156,0.004697465031447464,0.0,479.44633597451497,481.28117547546424,480.2478458722817,479.9349285332099
0.48000000000000015,-0.0009437304064178986,-0.00033660201363207455,10.283578428367136,6.279583966834721,6.282397820386398,0.0,-0.0022311353519847647,-0.002717004561126373,1.1271297814712922,-0.0620778936455194,0.008159091543678575,0.0,432.3805214235585,432.6719240561972,433.1282861511589,429.84928919849284
0.5400000000000001,-0.0010611930809626773,-0.0005996766676928252,10.356980616057458,6.276238417392891,6.282578589229644,0.0,-0.0017263871011046553,-0.00645747127608647,1.319405841274367,-0.04543455580526611,-0.010040850249240299,0.0,467.1694829363885,465.74834262354165,465.94886575348926,467.24600849306756
0.6000000000000002,-0.0011508383677077093,-0.001136976174743904,10.438622803878914,6.273715527877133,6.281421792984876,0.0,-0.001190052122338514,-0.011711939389892989,1.4019005060738752,-0.0360163507783573,-0.0534766352067732,0.0,434.73490850338186,431.0801226794113,432.81492304134946,433.6057506760696
0.6600000000000003,-0.0011690666583433593,-0.002061617482694085,10.527594160848373,6.271820687758741,6.278038600330145,0.0,0.0009473870067960692,-0.019331382604845057,1.563600861948541,-0.02392847957066124,-0.06295194807649153,0.0,457.92501874331685,457.16863141003154,457.9587208111489,458.9187593671559
0.7200000000000003,-0.0009735628761835947,-0.00349738211126241,10.627463351049304,6.270132355347222,6.273913100661677,0.0,0.006025698150747552,-0.028704798655040432,1.765078000693082,-0.03827279694232746,-0.08408556722612112,0.0,471.3428612687779,469.70341780909746,470.7509137359234,469.639534268159
0.7800000000000004,-0.00040819102038389463,-0.005489396050948949,10.735725229096115,6.267906214327514,6.268321332173507,0.0,0.013329715373433613,-0.03791725511892186,1.8435189735987492,-0.03485911405256245,-0.12611810509538185,0.0,434.36901171771126,430.8211975165996,433.48286805258266,433.7689327609089
0.8400000000000004,0.0007718199865543035,-0.008131004482522582,10.852084558637397,6.265953577091402,6.261156094265228,0.0,0.026846592679452056,-0.05036423609216099,2.0347861103690907,-0.028275671711062156,-0.10859571397568953,0.0,467.999922034838,469.34946981882115,467.55515158406024,468.0673936865158
0.9000000000000005,0.002881745058174348,-0.011529091106100273,10.977998734524286,6.264846758563667,6.254860454468439,0.0,0.044157203556487286,-0.06304432422774991,2.162101224066862,-0.0037880277309447815,-0.09845348281640719,0.0,449.7232207688447,450.53440927375783,448.00064797914257,449.98720194749825
0.9600000000000005,0.006205695237870636,-0.01573257034958074,11.112989995330851,6.265070669614211,6.249081731516721,0.0,0.06729165393378926,-0.07706175647845596,2.3372448531764314,0.015630183172714775,-0.09234340404610693,0.0,464.9052644838792,465.3762567750067,463.4348160932059,464.95850584535344
1.0200000000000005,0.010883359637805401,-0.020683269793108642,11.253783214384738,6.26581146850501,6.243700958441881,0.0,0.08911992917682077,-0.0878843534268705,2.355806246276498,0.004802772735157424,-0.08482630723989296,0.0,415.49336996557975,416.14451050514594,416.44678704856676,415.49855046865036
1.0800000000000005,0.017077593233323616,-0.026318984279890125,11.398409414954795,6.266209755163148,6.238380229534943,0.0,0.11788156846513365,-0.09993293294873726,2.4648142402501265,0.01007708773845605,-0.09777501215861012,0.0,446.442607894514,445.37823960251706,444.48337012565156,444.9152890900053
1.1400000000000006,0.02511036913857088,-0.032667785505903685,11.549553053414225,6.2668411672442375,6.233018261637836,0.0,0.15044202371500645,-0.11162575275240239,2.5730402996511335,0.011401803933903994,-0.07637493919378942,0.0,444.6480069801736,446.3907861846561,445.6424089685131,445.7505506008337
1.2000000000000006,0.03517282356225762,-0.03969445743306487,11.706562311910016,6.267619167112056,6.228191484934689,0.0,0.18543196999307388,-0.12251993264508265,2.660374767051139,0.015925764370894727,-0.09016873632771585,0.0,439.98552356225173,438.8366556388276,439.58830669219884,439.96290677562024
1.2600000000000007,0.047566894237575624,-0.047394146032556636,11.871147865161536,6.268246415099014,6.222632052652074,0.0,0.22829251207310303,-0.1340381636231733,2.8253777206119617,-0.0036985772129265737,-0.0981627791875839,0.0,464.4136463119171,463.779325919824,464.8273770343508,463.28686784299094
1.3200000000000007,0.06247764885401662,-0.055731317343138166,12.042667414207065,6.267745189077239,6.216562143926147,0.0,0.2693008215445983,-0.14389766692754852,2.8917305379454734,-0.01983380617798782,-0.10796530989717722,0.0,434.5879607756028,433.75635072216085,435.1683787581767,433.8157330896045
1.3800000000000008,0.08000936374180602,-0.06468240894368753,12.218737071937703,6.266303039914597,6.210042669002561,0.0,0.3157220605346307,-0.15459761742746977,2.976982913768954,-0.03414550361951864,-0.11007912640540439,0.0,442.1789380563955,441.9942911919664,440.1715757995167,438.9854810957176
1.4400000000000008,0.10049710573419211,-0.07431625616054742,12.400429187094597,6.264566750777298,6.203230682029368,0.0,0.36786577536228227,-0.16671693933415396,3.0790831634406124,-0.02015593198907941,-0.12152597458225296,0.0,446.89840023364684,445.9528643362953,446.48724750751086,447.62687260819354
1.5000000000000009,0.1241563068154447,-0.08468688534082054,12.587001413362128,6.263449066475273,6.196077976622231,0.0,0.4214525426754699,-0.1790782799277687,3.1397514050984516,-0.01573541374729787,-0.1149481532120811,0.0,433.55713089320983,434.09625319106107,434.61842569064595,434.98881787460067
1.560000000000001,0.1511851941485877,-0.09582387343555669,12.777395163467341,6.262271072231307,6.189568243629953,0.0,0.4801387992687573,-0.19225142355024577,3.2064435508497513,-0.028864574988842418,-0.09799531262362286,0.0,436.7883532887533,438.1891683500661,436.60885254621405,435.5120706248291
